   Depth            BFSolver                A(i)                A(c)           A(+{c,i})         A(+{c,i,4})    A(+{*{i,i},c,4})    A(+{*{s,s},c,4})A(+{*{B,B,s,s},c,4})A(+{*{B,B,a,a},c,4})             A(rand)
       1                    0                   1                   1                   1                   1                   1                   1                   1                   1                   1
       2                    3                   4                   4                   4                   4                   4                   4                   4                   4                   4
       3                    5                  13                   9                  13                  13                 337                 736                 750                 722                 323
       4                   13                  36                  20                  35                  35                 223                 333                 344                 338                 492
       5                   20                  79                  26                  78                  76                 341                 742                 754                 726                2460
       6                   30                 149                  36                  67                  65                 341                 742                 754                 726                2157
       7                   42                 256                  49                 104                  97                 343                 746                 756                 728                1873
       8                   56                 181                  67                 120                 112                 343                 746                 756                 728                1874
       9                   76                 278                  85                 173                 159                 344                 747                 757                 729                1875
      10                  100                 342                 111                 206                 192                 345                 748                 758                 730                2429
      11                  135                 438                 136                 276                 256                 346                 749                 759                 731                2463
      12                  174                 604                 179                 369                 347                 347                 750                 760                 732                2442
      13                  229                 749                 213                 495                 464                 348                 751                 761                 733                2460
      14                  285                1008                 258                 651                 601                 621                 753                 763                 735                2455
      15                  358                1354                 299                 845                 766                 514                 848                 765                 737                2457
      16                  444                1489                 364                 786                 715                 660                 756                 766                 738                2459
      17                  550                1809                 416                 939                 846                 526                 853                 768                 740                2444
      18                  660                1856                 490                1080                 971                 662                 859                 772                 744                2445
      19                  789                2074                 537                1214                1060                 695                 772                 782                 752                2463
      20                  905                2287                 613                1316                1133                 699                 867                 787                 772                2462
      21                 1038                2387                 683                1343                1152                 735                 871                 797                 782                2458
      22                 1160                2484                 759                 972                 871                 778                 873                 798                 784                2462
      23                 1294                2544                 825                1094                 974                 803                 878                 804                 793                2460
      24                 1409                2560                 891                1216                1062                 813                 883                 805                 794                2463
      25                 1535                2589                 961                1242                1073                 830                 885                 807                 796                2463
      26                 1638                2672                1033                1288                1087                 834                 884                 810                 799                2464
      27                 1746                2674                1102                1303                1116                 867                 885                 817                 806                2464
      28                 1840                2676                1167                1365                1170                 866                 886                 821                 810                2464
      29                 1931                2694                1224                1362                1167                 861                 888                 830                 819                2464
      30                 2018                2574                1283                1392                1196                 862                 892                 834                 823                2463
      31                 2095                2572                1322                1414                1221                 863                 893                 835                 824                2459
      32                 2170                2617                1375                1423                1226                 864                 894                 836                 825                2463
      33                 2237                2646                1381                1427                1232                 865                 895                 837                 826                2465
      34                 2292                2660                1397                1434                1240                 868                 896                 838                 827                2463
      35                 2340                2663                1415                1443                1241                 869                 897                 839                 828                2467
      36                 2387                2632                1440                1452                1261                 676                 898                 840                 829                2466
      37                 2431                2666                1446                1473                1282                 775                 899                 841                 830                2466
      38                 2464                2674                1452                1482                1292                 740                 910                 852                 841                2460
      39                 2493                2679                1454                1495                1305                 741                 912                 854                 843                2461
      40                 2519                2691                1466                1506                1316                 824                 904                 846                 835                2468
      41                 2550                2739                1472                1511                1321                 838                 905                 847                 836                2469
      42                 2573                2752                1490                1516                1326                 744                 912                 854                 843                2467
      43                 2601                2758                1501                1518                1328                 867                 913                 855                 844                2468
      44                 2624                2743                1520                1547                1357                 868                 912                 854                 843                2469
      45                 2648                2753                1546                1563                1373                 869                 913                 855                 844                2470
      46                 2673                2748                1564                1586                1396                 870                 914                 856                 845                2471
      47                 2697                2753                1587                1589                1399                 871                 915                 857                 846                2472
      48                 2723                2751                1617                1589                1399                 872                 916                 858                 847                2473
      49                 2750                2751                1641                1588                1398                 873                 917                 859                 848                2476
      50                 2775                2753                1660                1591                1401                 874                 918                 860                 849                2483
      51                 2778                   0                1662                   0                   0                 876                 920                 862                 851                2485
      52                    0                   0                   0                   0                   0                 877                 921                 863                 852                2487
      53                    0                   0                   0                   0                   0                 814                 605                 597                 600                2492
      54                    0                   0                   0                   0                   0                 838                 652                 597                 600                2494
      55                    0                   0                   0                   0                   0                 837                 652                 597                 600                2248
      56                    0                   0                   0                   0                   0                   0                 554                 467                 457                2249
      57                    0                   0                   0                   0                   0                   0                 636                 473                 464                2250
      58                    0                   0                   0                   0                   0                   0                 572                 468                 456                2251
      59                    0                   0                   0                   0                   0                   0                 637                 472                 463                2252
      60                    0                   0                   0                   0                   0                   0                   0                   0                   0                2179
      61                    0                   0                   0                   0                   0                   0                   0                   0                   0                2463
      62                    0                   0                   0                   0                   0                   0                   0                   0                   0                2026
      63                    0                   0                   0                   0                   0                   0                   0                   0                   0                2027
      64                    0                   0                   0                   0                   0                   0                   0                   0                   0                2028
      65                    0                   0                   0                   0                   0                   0                   0                   0                   0                2029
      66                    0                   0                   0                   0                   0                   0                   0                   0                   0                2030
      67                    0                   0                   0                   0                   0                   0                   0                   0                   0                2031
      68                    0                   0                   0                   0                   0                   0                   0                   0                   0                2032
      69                    0                   0                   0                   0                   0                   0                   0                   0                   0                2033
      70                    0                   0                   0                   0                   0                   0                   0                   0                   0                 942
      71                    0                   0                   0                   0                   0                   0                   0                   0                   0                 946
      72                    0                   0                   0                   0                   0                   0                   0                   0                   0                2463
